T27062;2026-09-23;18:21:33
Código de Integração;DESCRIÇÃO LOCAL;RAZÃO SOCIAL LOCAL;ATIVO LOCAL;PAÍS;ESTADO;CIDADE;BAIRRO;TIPO LOGRADOURO;LOGRADOURO;NÚMERO LOGRADOURO;COMPLEMENTO LOGRADOURO;CEP;NÚMERO TELEFONE CELULAR;NUMERO TELEFONE FIXO;E-MAIL;OBSERVAÇÃO;IDENTIFICADOR PESSOA RESPONSÁVEL;Transportadora;Títulos Vencidos;Forma de Pagamento Sugerida;Prazo de Pagamento Sugerido;Títulos A Vencer;Notas Fiscais;Contato;Formas de Pagamentos Disponíveis;Prazos de Pagamentos Disponíveis;Tipo de Frete;Entregas Realizadas;Pedidos
321520;NOVA ELITE CENTRO AUTO. (N. IGUAÇU) - 0103;;1;Brasil;rio de janeiro;nova iguaçu;centro;rua;coronel francisco soares;565;;26216032;;;;;;;;;;;;;;;;;
32661065;STOP AUTO CENTER;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CAVALCANTE;RUA;ANTONIO DE SÁ;33;LOJA;21381310;;;;;;;;;;;;;;;;;
95623;EDUARDO CARCACEIRO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
2183810144;POINT KAR;;1;Brasil;RIO DE JANEIRO;NOVA FRIBURGO;CONSELHEIRO PAULINO;;AV GOVERNADOR ROBERTO SILVEIRA;3364;;28635000;;;;;;;;;;;;;;;;;
09110080716;DS AUTO;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;GUARATIBA;;do magarca;8584;;23031205;964621909;34277696;;;;;;;;;;;;;;;
326.1;BLACK-X PNEU AUTO CENTER (0103);;1;Brasil;RIO DE JANEIRO;ARARUAMA;RIO DO LIMÃO;AVENIDA;GETULIO VARGAS;2201;LOJA 1;28970000;;;;;;;;;;;;;;;;;
326455;RIO DAS OSTRAS COM. DE PNEUS - TOP ONE (0103);;1;Brasil;RIO DE JANEIRO;RIO DAS OSTRAS;ENSEADA DAS GAIVOTAS;AVENIDA;AVENIDA DOS BANDEIRANTES;2592;;28897188;;;;;;;;;;;;;;;;;
11721165000179;REDE NEWS;;1;Brasil;RIO DE JANEIRO;RIO DAS OSTRAS;CIDADE BEIRA MAR;AVENIDA;AMARAL PEIXOTO;;;28890001;;2227745011;REDENEWS@HOTMAIL.COM;;;;;;;;;;;;;;
21964796036;A&L CONCEITO AUTOMOTIVO 1;A&L CONCEITO AUTOMOTIVO;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;paciência;RUO;RUA MARTINIANO DE ALENCAR;29;;25225320;21964796036;;aelconceitoautomotivo2022@gmail.com;;;;;;;;;;;;;;
232612164;AUTO CENTER RB LTDA (ROCHA);;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;VILA ISABEL;RUA;VISCONDE DE SANTA ISABEL;167;;20560120;;;;;;;;;;;;;;;;;
3260451;CAMPO GRANDE PNEUS EIRELLI ME (ROCHA);;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CAMPO GRANDE;ESTRADA;RIO DO A;1254;;23080300;;;;;;;;;;;;;;;;;
65220;GUSTAVO RODAS (0103);;1;Brasil;RIO DE JANEIRO;SAQUAREMA;ENGENHO GRANDE;AVENIDA;SAQUAREMA;3456;;28990000;;;;;;;;;;;;;;;;;
321646451;Felipe Cândido da Silva BORRACHEIRO;;1;Brasil;RIO DE JANEIRO;MANGARATIBA;MURIQUI;;;;;;;;;;;;;;;;;;;;;;
(21) 97099-7176;R CAR AUTO CENTER itaguai LTDA - 0103;;1;Brasil;RIO DE JANEIRO;ITAGUAI;VILA MARGARIDA;RUA;PREFEITO ISOLDAKSON CRUZ DE BRITO;18;GALPÃO;23825840;;;;;;;;;;;;;;;;;
3261585;A&L CONCEITO AUTOMOTIVO (PACIENCIA);;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;PACIENCIA;AVENIDA;CESARIO DE MELO;11073;LOJA;23585125;;;;;;;;;;;;;;;;;
34627196;LOCADORA GRILLO E RIBEIRO;;1;Brasil;rio de janeiro;rio de janeiro;campo grande;estrada;do pedregoso;3120;;23078450;;;;;;;;;;;;;;;;;
2199201274155;AUTO BAN PNEUS;AUTO BAN PNEUS;1;Brasil;RIO  DE JANEIRO;RIO DE JANEIRO;BARRA DA TIJUCA;RUA;MINISTRI IVAN LINS;720;BARRA DA TIJUCA;21941060;21998661760;;;;;;;;;;;;;;;;
2138451303;E S VIEIRA ESTACIONAMENTO;E S VIEIRA ESTACIONAMENTO;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;JARDIM VINTE E CINCO DE AGOSTO;RUA;FREI FIDÉLIS;22;QUADRA 22 LOTE 01;25011060;;;;;;;;;;;;;;;;;
32315616;PEDRO OFICINA AUTOMAIS;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;SÃO CRISTOVÃO;RUA;ANTUNES MACIEL;528;LOJA;20940010;;;;;;;;;;;;;;;;;
16514154845;PNEU BOM;PNEU BOM;1;Brasil;RIO DE JANEIRO;;VILA ISABEL;RUO;BOULEVARD 28 DE SETEMBRO;25;;;;;;;;;;;;;;;;;;;
21) 3469-7712;WALLACE DO GÁS | PAIS & FILHOS GNV - 0103;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;SANTISSIMO;AVENIDA;SANTA CRUZ;9467;LOJA;23010004;;;;;;;;;;;;;;;;;
3837060822;EXPRESSO PNEUS RJ - QUEIMADOS;EXPRESSO PNEUS RJ - QUEIMADOS;1;Brasil;RIO DE JANEIRO;;;LOJA;RUA VEREADOR MARINHO HEMETERIO PLIVEIRA;1692;QUEIMADOS;26323291;;;;;;;;;;;;;;;;;
1218543003;REGINALDO ALVES NEVES;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
21994867214;ELIAS CHAGAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
(21) 96575-1633;INNOVATE AUTO CENTER -0101;;1;Brasil;rio dejaneiro;magé;piabeta(inhomirim);rua;guarany;159;;25931782;;;;;;;;;;;;;;;;;
32615;CAPS SANTA CRUZ;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3265498721685855;EVOLUÇÃO DO GÁS | PNEUMATICOS JANAPAT LTDA;EVOLUÇÃO DO GÁS | PNEUMATICOS JANAPAT LTDA;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;SENADOR VASCONCELOS;LOJA;AVENIDA DE SANTA CRUZ;11501;;23010001;21979802091;;;;;;;;;;;;;;;;
3837060800;INVEST GAS CENTER | PARADA LEGAL;INVEST GAS CENTER | PARADA LEGAL;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;OSWALDO CRUZ;LOJA;ESTRADA INTENDENTE MAGALHÃES;578;;21331720;21979671003;2133595044;;;;;;;;;;;;;;;
21921530022;CAPS TAQUARA;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;JACAREPAGUA;ESTRADA;DOS BANDEIRANTES;643;LOJA;;;;;;;;;;;;;;;;;;
326541;CAPS MEIER AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3321655;BOSCH JPA AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
17992411547;ROMILDO CORREA DOS REIS (MINEIRO);ROMILDO CORREA DOS REIS (MINEIRO);1;Brasil;SÃO PAULO;SÃO PAULO;;RUA;RUA LUPERCIO COSTA CURTA;94;;;17992411547;;;;;;;;;;;;;;;;
(21) 2667-6049;H.H.V. BARBOSA;;1;Brasil;RIO DE JANEIRO;NOVA IGUAÇU;SANTA EUGENIA;RUA;JOÃO FERNANDES;54;26285730;;;;;;;;;;;;;;;;;;
21992012741;BORRACHARIA DO BAIXINHO;BORRACHARIA DO BAIXINHO;1;Brasil;;;;;;;;;21992012741;;;;;;;;;;;;;;;;
24.835.117/0001-53;AMANDAS VEICULOS AUTOMOTORES LTDA;AMANDAS VEICULOS AUTOMOTORES LTDA;1;Brasil;RIO  DE JANEIRO;RIO DE JANEIRO;MARIA DA GRAÇA;AVENIDA;DOM HELDER CAMARA;3177;LOJA A;21941060;2135977337;;amandaveiculos1@gmail.com;;;;;;;;;;;;;;
32112131;MARCO 5 BOCAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
22998768083;CAPS TOTAL TEC SPA;;1;Brasil;RIO DE JANEIRO;SÃO PEDRO DA ALDEIA;CAMPO REDONDO;RODOVIA;RJ 140;0;;28942246;;;;;;;;;;;;;;;;;
652315;ELITE (CAMPO GRANDE);;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CAMPO GRANDE;ESTRADA;DO MAGARÇA;2500;LOJA DE ESQUINA;23035372;;;;;;;;;;;;;;;;;
3299936592;HL PNEUS (JUIZ DE FORA);;1;Brasil;MINAS GERAIS;JUIZ DE FORA;SÃO DIMAS;RUA;CORONEL VIDAL;1788;LOJA;36080262;;;;;;;;;;;;;;;;;
3265498721;CAPS MARICA;CAPS MERICA;1;Brasil;RIO DE JANEIRO;MARICA;;LOJA;RUA ABREU SODRÉ;470;;23036340;;;;;;;;;;;;;;;;;
322566;NOVA ELITE (CHATUBA) NOVA IGUAÇU;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
(21) 99449-9365;J.P BORRACHEIRO - RENATO DA COSTA PINTO;;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;IMBARIÉ;AVENIDA;CORONEL SISSON;531;;25266000;;;;;;;;;;;;;;;;;
02132259100;LEAUTO CAMPINHO;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CAMPINHO;ESTRADA;Intendente Magalhães;462;;21330790;;;;;;;;;;;;;;;;;
320561210;AUTO CENTER BONSUCESSO COMERCIO DE PEÇAS E ACESSORIOS LTDA (ROCHA);;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;HIGIÉNOPOLIS;AVENIDA;DEMOCRATICOS;1625;C GARAGE;21050435;;;;;;;;;;;;;;;;;
246944112231;Fabricio Cruz - Flamenguista;Fabricio;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;;LOJA;ESTRADA DO MONTEIRO;;;23036340;21969538502;;;;;;;;;;;;;;;;
321;RC PNEUS BARRA COMERCIO E SERVIÇOS EIRELLI ME (ROCHA);;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;BARRA DA TIJUCA;AVENIDA;DAS AMERICAS;11542;LOJA;22793082;;;;;;;;;;;;;;;;;
(21) 98286-1296;EXPRESSO PNEUS RJ - RAMOS;EXPRESSO PNEUS RJ - RAMOS;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;RAMOS;AVENIDA;BRASIL;7866;LOJA C;;;;;;;;;;;;;;;;;;
.95;CASA DOS PNEUS DE OLARIA EIRELI;CASA DOS PNEUS DE OLARIA;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;OLARIA;LOJA;RUA LEOPOLDINA REGO;416;OLARIA;23036340;;;;;;;;;;;;;;;;;
21970079577;ERNESTO RIVERO Y RIVERO;ERNESTO;1;Brasil;RIO  DE JANEIRO;RJ;JARDIM GUANABARA;RUA;SIDNEY MULLER;28102;;21941060;;21970079577;necoryr7@hotmail.com;;;;;;;;;;;;;;
2195102767;JULIO CESAR LAPA FERNANDES;JULIO CESAR;1;Brasil;rj;RIO DE JANEIRO;RAMOS;RUA;RUA TACI;182;;;2195102767;;juliolapa97@gmail.com;;;;;;;;;;;;;;
3265455653;EXPRESSO PNEUS RJ - PENHA;EXPRESSO PNEUS RJ - (PENHA);1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;PENHA;LOJA;AV. BRAS DE PINA;835;PENHA CIRCULAR;23036340;21982861296;;;;;;;;;;;;;;;;
01030000;POINT DEMOCRATICO 660 LTDA;POINT DEMOCRATICO 660 LTDA;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;MANGUINHOS;LOJA;ESTRADA DO MONTEIRO;660;LOJA;210500000;21964373847;;;;;;;;;;;;;;;;
1234543w1;Joelson dinizio da silva;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
455551516115;IGOR BORRACHEIRO SEPETIBA;IGOR BORRACHEIRO SEPETIBA;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;;RUO;RUA MARTINIANO DE ALENCAR;;;25225320;;;;;;;;;;;;;;;;;
555667889;RENOCAR;RENOCAR;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;;RUO;RUA MARTINIANO DE ALENCAR;;;25225320;;;;;;;;;;;;;;;;;
21970451837;FRANSOL PNEUS LTDA ME;FRANSOL PNEUS LTDA ME;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;;RUO;RUA DR AGOSTINHO PORTO;;LOTE 1 QUADRA 29;25510292;;;;;;;;;;;;;;;;;
5151695169516951;GARAGEM 215;GARAGEM 215;0;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;;RUO;RUA MARTINIANO DE ALENCAR;;;25225320;;;;;;;;;;;;;;;;;
098i9000;EXPRESSO PNEUS RJ - NILOPOLIS;EXPRESSO PNEUS RJ - NILOPOLIS;1;Brasil;RIO DE JANEIRO;Nilopolis;Centro;Avenida;AVENIDA GETULIO VARGAS;1981;NILOPOLIS;26510010;;;;;;;;;;;;;;;;;
325460122;JULIO BORRACHEIRO TIO DO DAVIDSON;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
FIM;1210
